序号,求职者id,姓名,期望岗位,性别,年龄,居住地址,工作经验,自我评价,期望薪资低,期望薪资高,工作性质,期望行业,工作地区,到岗时间,简历关键词,学历,学科专业,学历数值,工作经验数值,自我评价-分词
7414,7534502856891231764,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7415,7534502869776133652,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7416,7534502878366068244,曾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7417,7534502891250970132,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7418,7534502904135872020,蔡用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7419,7534502912725806612,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7420,7534502925610708500,左用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7421,7533343980225490452,孙用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7422,7533343993110392340,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7423,7533344005995294228,龙用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7424,7533386642135641620,郎用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7425,7533386655020543508,杨用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7426,7533386667905445396,谢用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7427,7533386676495379988,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7428,7533386689380281876,沈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7429,7533386702265183764,欧用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7430,7533386710855118356,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7431,7533386723740020244,盛用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7432,7533386736624922132,濮用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7433,7533386745214856724,梁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7434,7533386758099758612,谢用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7435,7533386770984660500,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7436,7533386779574595092,朱用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7437,7533386792459496980,肖用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7438,7533386805344398868,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7439,7533386813934333460,肖用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7440,7533386826819235348,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7441,7533386839704137236,何用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7442,7533386856884006420,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7443,7533386865473941012,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7444,7533386878358842900,徐用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7445,7533429591808601620,覃用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7446,7533429604693503508,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7447,7533429613283438100,佟用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7448,7533429626168339988,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7449,7533429639053241876,靳用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7450,7533429651938143764,段用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7451,7534588614503230996,单用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7452,7534588627388132884,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7453,7534588635978067476,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7454,7534588648862969364,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7455,7534588661747871252,蔡用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7456,7534588670337805844,孙用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7457,7534588683222707732,梁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7458,7534588696107609620,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7459,7534588708992511508,林用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7460,7534588717582446100,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7461,7534588721877413396,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7462,7534588730467347988,邬用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7463,7534588743352249876,于用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7464,7534588756237151764,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7465,7534588764827086356,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7466,7534588777711988244,丁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7467,7534588790596890132,叶用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7468,7534588799186824724,孙用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7469,7534588812071726612,郭用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7470,7534588824956628500,田用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7471,7534588833546563092,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7472,7534588846431464980,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7473,7534632066687364628,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7474,7534632075277299220,郑用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7475,7534632088162201108,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7476,7534632101047102996,汤用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7477,7534632113932004884,莫用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7478,7534632122521939476,顾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7479,7534632131111874068,贾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7480,7534632143996775956,谢用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7481,7534632156881677844,骆用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7482,7534632169766579732,叶用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7483,7534632178356514324, 用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7484,7534632191241416212,许用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7485,7534632204126318100,彭用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7486,7534632212716252692,汪用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7487,7534632225601154580,孟用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7488,7534632238486056468,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7489,7534632247075991060,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7490,7534632259960892948,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7491,7533515478269619732,谢用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7492,7533515491154521620,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7493,7533515499744456212,郎用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7494,7533515512629358100,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7495,7533515525514259988,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7496,7533515538399161876,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7497,7533515546989096468,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7498,7533515559873998356,樊用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7499,7533515572758900244,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7500,7533515581348834836,黎用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7501,7534675085079801364,曾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7502,7534675097964703252,安用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7503,7534675106554637844,侯用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7504,7534675119439539732,周用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7505,7534675132324441620,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7506,7534675140914376212,朱用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7507,7534675153799278100,叶用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7508,7534675166684179988,江用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7509,7534675179569081876,邓用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7510,7534675188159016468,朱用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7511,7534675192453983764,申用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7512,7534675201043918356,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7513,7534675209633852948,赵用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7514,7534675222518754836,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7515,7534675235403656724,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7516,7534675243993591316,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7517,7534675256878493204,钟用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7518,7534717910198709780,徐用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7519,7534717918788644372,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7520,7534717931673546260,彭用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
